'	exclamation	lex112884.1_ἒ
σιωπῇ	noun	_σιωπή
σκέλος	noun	_σκέλος
σκέμματα	noun	_σκέμμα
σκέμματι	noun	_σκέμμα
σκέπα	noun	_σκέπος
σκέπα	noun	_σκέπας
σκέπα	verb	_σκεπάω
σκέπα	noun	_σκέπη
σκέπεται	verb	_σκέπω
σκέπην	verb	_σκέπω
σκέπην	verb	_σκεπάω
σκέπην	verb	_σκέπτομαι
σκέπην	noun	_σκέπος
σκέπην	noun	_σκέπη
σκέψιν	noun	_σκέψις
σκήνωμα	noun	_σκήνωμα
σκήπτροις	noun	_σκῆπτρον
σκήπτρου	noun	_σκῆπτρον
σκίφος	noun	_σκίφος
σκίφος	noun	_ξίφος
σκαιοῖς	adjective	_σκαιός
σκαιῶς	adjective	_σκαιός
σκαρθμὸς	noun	_σκαρθμός
σκαρίζοντος	verb	_σκαρίζω
σκεπαστηρίῳ	adjective	_σκεπαστήριος
σκεπτόμενος	verb	_σκέπτομαι
σκεύη	noun	_σκεῦος
σκεῦος	noun	_σκεῦος
σκηνή	noun	_σκηνή
σκηναῖs	noun	_σκηνή
σκηνὴν	noun	_σκηνή
σκηνῆς	verb	_σκηνάω
σκηνῆς	verb	_σκηνέω
σκηνῆς	noun	_σκηνή
σκηνῇ	noun	_σκηνή
σκηνῇ	verb	_σκηνάω
σκηνῇ	verb	_σκηνέω
σκηπτοῦχοι	adjective	_σκηπτοῦχος
σκιάζειν	verb	_σκιάζω
σκιόωντα	verb	_σκιάζω
σκιόωντα	verb	_σκιάω
σκιόωντό	verb	_σκιάω
σκιώδης	adjective	_σκιώδης
σκιὰν	noun	_σκιά
σκληροῖς	verb	_σκληρόω
σκληροῖς	adjective	_σκληρός
σκληροῦ	verb	_σκληρόω
σκληροῦ	adjective	_σκληρός
σκληρὰν	adjective	_σκληρός
σκληρὸν	adjective	_σκληρός
σκληρῶς	adjective	_σκληρός
σκληρῶς	verb	_σκληρόω
σκολιὰ	adjective	_σκολιός
σκολιὸς	adjective	_σκολιός
σκολιᾶ	verb	_σκολιάζω
σκολιῶν	adjective	_σκολιός
σκολιῶν	verb	_σκολιάζω
σκολόπων	noun	_σκόλοψ
σκοπεῖ	verb	_σκοπέω
σκοπεῖ	verb	_σκοπάω
σκοπεῖν	verb	_σκοπάω
σκοπεῖν	verb	_σκοπέω
σκοπιὴν	noun	_σκοπιά
σκοπόν	noun	_σκοπός
σκοπός	noun	_σκοπός
σκοπέλων	noun	_σκόπελος
σκοπέλων	noun	_σκόπελον
σκοπὸν	noun	_σκοπός
σκοπῆσαι	verb	_σκοπέω
σκοπῆσαι	verb	_σκοπάω
σκοπῶν	verb	_σκοπάω
σκοπῶν	noun	_σκοπός
σκοπῶν	verb	_σκοπέω
σκοπῶν	noun	_σκοπή
σκορπίζοιντο	verb	_σκορπίζω
σκοτίαν	noun	_σκοτία
σκοτίαν	adjective	_σκότιος
σκοτεινήν	adjective	_σκοτεινός
σκοτεινός	adjective	_σκοτεινός
σκοτεινὸν	adjective	_σκοτεινός
σκοτεινόν	adjective	_σκοτεινός
σκοτίαν	noun	_σκοτία
σκοτίαν	adjective	_σκότιος
σκοτίους	adjective	_σκότιος
σκοτῶδες	adjective	_σκοτώδης
σκυθρωποῦ	adjective	_σκυθρωπός
σκυλεύειν	verb	_σκυλεύω
σκυλεύοντα	verb	_σκυλεύω
σκυλεύουσιν	verb	_σκυλεύω
σκυλεύσας	verb	_σκυλόω
σκυλεύσας	verb	_σκυλεύω
σκυλεύσας	verb	_σκυλάω
σκυλεύσας	verb	_σκύλλω
σκυλεύοντα	verb	_σκυλεύω
σκυλμοῦ	noun	_σκυλμός
σκυμναγωγεῖ	verb	_σκυμναγωγέω
σκυμναγωγεῖν	verb	_σκυμναγωγέω
σκυμναγωγοῦσιν	verb	_σκυμναγωγέω
σκόλοπας	noun	_σκόλοψ
σκότιος	noun	_σκότος
σκότιος	adjective	_σκότιος
σκότους	verb	_σκοτόω
σκότους	noun	_σκότος
σκότῳ	noun	_σκότος
σκύζεσθαι	verb	_σκύζομαι
σκύλα	noun	_σκύλος
σκύλα	verb	_σκυλάω
σκύλων	verb	_σκυλάω
σκύλων	noun	_σκῦλον
σκύμνος	noun	_σκύμνος
σκύμνους	noun	_σκύμνος
σκέπειν	verb	_σκέπω
σκέπην	verb	_σκέπω
σκέπην	noun	_σκέπος
σκέπην	verb	_σκεπάω
σκέπην	noun	_σκέπη
σκέπην	verb	_σκέπτομαι
σκέπτονται	verb	_σκέπτομαι
σκόλοπας	noun	_σκόλοψ
σκόπελοι	noun	_σκόπελος
σκότιον	verb	_σκοτάω
σκότιον	adjective	_σκότιος
σκότιος	noun	_σκότος
σκότιος	adjective	_σκότιος
σκότος	noun	_σκότος
σκότους	noun	_σκότος
σκότους	verb	_σκοτόω
σκότῳ	noun	_σκότος
σκῆπτρα	noun	_σκῆπτρον
σκῆπτρον	noun	_σκῆπτρον
σκῆπτρὸν	noun	_σκῆπτρον
σμάραγδος	noun	_σμάραγδος
σμήνεα	noun	_σμῆνος
σμίνθους	noun	_σμίνθος
σμαραγεῖ	verb	_σμαραγέω
σμερδαλέ'	adjective	_σμερδαλέος
σμερδαλέοι	adjective	_σμερδαλέος
σμερδαλέον	adjective	_σμερδαλέος
σμερδαλέος	adjective	_σμερδαλέος
σμύξαι	verb	_σμύχω
σοί	pronoun	_σύ
σοί	adjective	_σός
σοι	pronoun	_σύ
σολοικίζειν	verb	_σολοικίζω
σολοικισμός	noun	_σολοικισμός
σολοικισμὸς	noun	_σολοικισμός
σολοικοφανές	adjective	_σολοικοφανής
σολοικοφανὲς	adjective	_σολοικοφανής
σορὸς	noun	_σορός
σου	pronoun	_σύ
σοφίας	noun	_σοφία
σοφισάμενοι	verb	_σοφίζομαι
σοφισάμενοι	verb	_σοφίζω
σοφόν	adjective	_σοφός
σοφώτεραι	adjective	_σοφός
σοφίαν	noun	_σοφία
σοφὸν	adjective	_σοφός
σοφὸς	adjective	_σοφός
σοφῷ	adjective	_σοφός
σοφῶν	verb	_σοφόω
σοφῶν	adjective	_σοφός
σοὶ	pronoun	_σύ
σοὶ	adjective	_σός
σοί	pronoun	_σύ
σοί	adjective	_σός
σοῖ	pronoun	_σύ
σοῖ	verb	_σέω
σοῖο	verb	_σέω
σοῖο	adjective	_σός
σοῖς	adjective	_σός
σοῖς	verb	_σέω
σοῖσι	adjective	_σός
σοῖσι	verb	_σέω
σοῦ	pronoun	_σύ
σοῦ	exclamation	_σοῦ
σοῦ	adjective	_σός
σοῦ	verb	_σέω
σοῦ	verb	_σεύω
σοῶ	verb	_σοέω
σπάθη	noun	_σπάθη
σπάθη	verb	_σπαθάω
σπάνια	adjective	_σπάνιος
σπάνιον	adjective	_σπάνιος
σπάρτα	noun	_σπάρτη
σπάρτα	adjective	_σπαρτός
σπάρτα	noun	_σπάρτον
σπένδει	verb	_σπένδω
σπένδω	verb	_σπένδω
σπέρματα	noun	_σπέρμα
σπέσθαι	verb	_ἕπομαι
σπήλαια	noun	_σπήλαιον
σπανίων	adjective	_σπάνιος
σπανίων	noun	_σπάνις
σπανίως	adjective	_σπάνιος
σπανίως	adjective	_σπάνιος
σπαραχθῆναι	verb	_σπαράσσω
σπαργανώσασα	verb	_σπαργανόω
σπαρτία	noun	_σπαρτίον
σπασθέντος	verb	_σπάω
σπείους	noun	_σπέος
σπείους	noun	_σπεῖος
σπείρειν	verb	_σπείρω
σπεύδει	verb	_σπεύδω
σπεύδειν	verb	_σπεύδω
σπεύδετον	verb	_σπεύδω
σπεύδοντα	verb	_σπεύδω
σπεύδοντες	verb	_σπεύδω
σπεύδοντι	verb	_σπεύδω
σπεύδουσα	verb	_σπεύδω
σπεύδων	verb	_σπεύδω
σπεῖν	verb	_ἕπομαι
σπεῖρε	verb	_σπείρω
σπεῖσάν	verb	_σπένδω
σπεῖσαν	verb	_σπένδω
σπηλαίω	noun	_σπήλαιον
σπιδέος	adjective	_σπιδής
σπιθαμῆς	noun	_σπιθαμή
σπινθηρίζουσι	verb	_σπινθηρίζω
σπλάγχνα	noun	_σπλάγχνον
σπομένοιο	verb	_ἕπομαι
σπονδάς	noun	_σπονδή
σπονδή	noun	_σπονδή
σπονδαί	noun	_σπονδή
σπονδαί	noun	_σπονδή
σπονδὰς	noun	_σπονδή
σπονδῶν	noun	_σπονδή
σπουδάζεις	verb	_σπουδάζω
σπουδάζοντα	verb	_σπουδάζω
σπουδαίως	adjective	_σπουδαῖος
σπουδαρχιδῶν	noun	_σπουδαρχίδης
σπουδαῖον	adjective	_σπουδαῖος
σπουδαῖος	adjective	_σπουδαῖος
σπουδάζουσα	verb	_σπουδάζω
σπουδὴν	noun	_σπουδή
σπουδήν	noun	_σπουδή
σπουδῆς	verb	_σπουδάζω
σπουδῆς	noun	_σπουδή
σπουδῇ	noun	_σπουδή
σπουδῇ	verb	_σπουδάζω
σπόριμος	adjective	_σπόριμος
σπάνῃ	noun	_σπάνις
σπάρτη	noun	_σπάρτη
σπέρματος	noun	_σπέρμα
σπώμενος	verb	_σπάω
σπᾶται	verb	_σπάω
σπῆϊ	verb	_ἕπομαι
σπῆϊ	verb	_σπάω
στάδιον	adjective	_στάδιος
στάδιον	noun	_στάδιον
στάθμου	verb	_σταθμόω
στάντα	verb	_ἵστημι
στάσαν	verb	_στάζω
στάσαν	verb	_ἵστημι
στάσεις	verb	_ἵστημι
στάσεις	verb	_στάζω
στάσεις	noun	_στάσις
στάσεως	noun	_στάσις
στάσιν	noun	_στάσις
στάσις	noun	_στάσις
στάχυες	noun	_στάχυς
στάχυσι	noun	_στάχυς
στέγην	noun	_στέγος
στέγην	noun	_στέγη
στέγην	verb	_στέγω
στέγω	verb	_στέγω
στέλλοντες	verb	_στέλλω
στέμμα	noun	_στέμμα
στέμματα	noun	_στέμμα
στένει	verb	_στένω
στένει	noun	_στένος
στένουσαν	verb	_στένω
στέργοντες	verb	_στέργω
στέργοντι	verb	_στέργω
στέρεσθαι	verb	_στέρομαι
στέρησιν	verb	_στέρομαι
στέρησιν	noun	_στέρησις
στέρησις	noun	_στέρησις
στέρνα	noun	_στέρνον
στέρνοιο	noun	_στέρνον
στέρνοισι	noun	_στέρνον
στέφηται	verb	_στέφω
στήθει	noun	_στῆθος
στήθεσι	noun	_στῆθος
στήθεσιν	noun	_στῆθος
στήθεσσι	noun	_στῆθος
στήθεσσιν	noun	_στῆθος
στήθους	noun	_στῆθος
στήλας	noun	_στήλη
στήλην	noun	_στήλη
στήλῃ	noun	_στήλη
στήριξε	verb	_στηρίζω
στήσεσθαι	verb	_ἵστημι
στήσομαι	verb	_ἵστημι
στίβη	verb	_στιβέω
στίβη	noun	_στίβη
στίζει	verb	_στίζω
στίζειν	verb	_στίζω
στίζεσθαι	verb	_στίζω
στίζεται	verb	_στίζω
στίζοι	verb	_στίζω
στίζομεν	verb	_στίζω
στίζοντες	verb	_στίζω
στίζουσι	verb	_στίζω
στίζουσιν	verb	_στίζω
στίζωμεν	verb	_στίζω
στίλβης	noun	_στίλβη
στίξαντες	verb	_στίζω
στίχοι	noun	_στίχος
στίχοι	verb	_στείχω
στίχοις	verb	_στείχω
στίχοις	noun	_στίχος
στίχον	verb	_στείχω
στίχον	noun	_στίχος
στίχος	noun	_στίχος
στίχου	verb	_στείχω
στίχου	noun	_στίχος
στίχους	noun	_στίχος
στίχω	verb	_στείχω
στίχω	noun	_στίχος
στίχων	verb	_στιχάομαι
στίχων	noun	_στίχος
στίχῳ	noun	_στίχος
σταδίων	noun	_στάδιον
σταδίων	adjective	_στάδιος
σταθ'	adjective	_στατός
σταθμούς	noun	_σταθμός
σταθμοὺς	noun	_σταθμός
σταθμοῖο	verb	_σταθμόω
σταθμοῖο	verb	_σταθμάομαι
σταθμοῖο	noun	_σταθμός
σταθμοῖο	verb	_σταθμόομαι
σταθμοῖο	noun	_σταθμόν
σταθμοῦ	noun	_σταθμόν
σταθμοῦ	verb	_σταθμόω
σταθμοῦ	noun	_σταθμός
σταθμοῦ	verb	_σταθμάομαι
σταθμοῦ	verb	_σταθμόομαι
σταθμὸν	noun	_σταθμός
σταθμὸν	noun	_σταθμόν
σταθμῶ	noun	_σταθμός
σταθμῶ	verb	_σταθμάω
σταθμῶ	noun	_σταθμόν
σταθμῶ	verb	_σταθμόω
σταθμῶ	verb	_σταθμάομαι
στασιάζον	verb	_στασιάζω
στασιασάντων	verb	_στασιάζω
στατοῦ	adjective	_στατός
στατὸν	adjective	_στατός
στατῷ	adjective	_στατός
σταφυλῆς	noun	_σταφυλή
σταφυλῇσι	noun	_σταφυλή
σταφύλη	noun	_σταφύλη
σταχύων	noun	_στάχυς
στείλασθαι	verb	_στέλλω
στείνει	noun	_στεῖνος
στείνει	verb	_στείνω
στείχων	verb	_στείχω
στεγανὸς	adjective	_στεγανός
στεγανός	adjective	_στεγανός
στενάζων	verb	_στενάζω
στενάχειν	verb	_στενάχω
στενάχοντι	verb	_στενάχω
στενάχοντος	verb	_στενάχω
στενάχω	verb	_στενάχω
στενάχων	verb	_στενάχω
στεναγμὸν	noun	_στεναγμός
στεναγμῶν	noun	_στεναγμός
στεναχοῦντος	verb	_στεναχέω
στενοχωρίαν	noun	_στενοχωρία
στενοῖς	adjective	_στενός
στενοῖς	verb	_στενόω
στενώματα	noun	_στένωμα
στενάχων	verb	_στενάχω
στενὴν	adjective	_στενός
στενὸν	adjective	_στενός
στερήσεως	noun	_στέρησις
στερίσκεσθαι	verb	_στερίσκω
στερίσκονται	verb	_στερίσκω
στερεά	adjective	_στερεός
στερεάν	adjective	_στερεός
στερεμνίω	adjective	_στερέμνιος
στερεμνίῳ	adjective	_στερέμνιος
στερεμνίῳ	adjective	_στερέμνιος
στερεοῖς	adjective	_στερεός
στερεοῖς	verb	_στερεόω
στερεωτέρα	adjective	_στερεός
στερεώσαντες	verb	_στερεόω
στερεὸν	adjective	_στερεός
στερηθείς	verb	_στερέω
στερηθεὶς	verb	_στερέω
στερηθῆναι	verb	_στερέω
στερητικοῦ	adjective	_στερητικός
στερητικὴν	adjective	_στερητικός
στερισκόμενος	verb	_στερίσκω
στερρότητα	noun	_στερρότης
στερρότητα	noun	_στερρότης
στερόμενος	verb	_στέρομαι
στεφάνη	noun	_στεφάνη
στεφάνην	noun	_στεφάνη
στεφάνης	noun	_στεφάνη
στεφανίτιδος	noun	_στεφανῖτις
στεῖλαν	verb	_στέλλω
στεῖνος	noun	_στεῖνος
στεῖχον	verb	_στείχω
στεῦται	verb	_στεῦμαι
στεῦτο	verb	_στεῦμαι
στηθέων	noun	_στῆθος
στησαμένη	verb	_ἵστημι
στιβαρῇσι	adjective	_στιβαρός
στιγμή	noun	_στιγμή
στιγμήν	noun	_στιγμή
στιγμαί	noun	_στιγμή
στιγμαὶ	noun	_στιγμή
στιγμαῖς	noun	_στιγμή
στιγμὴ	noun	_στιγμή
στιγμὴν	noun	_στιγμή
στιγμῆς	noun	_στιγμή
στιγμῇ	noun	_στιγμή
στικτέον	adjective	_στικτέον
στικτὲον	adjective	_στικτέον
στικτέον	adjective	_στικτέον
στιχοποιΐας	noun	_στιχοποιία
στιχός	noun	_στίξ
στοά	noun	_στοά
στοίχου	noun	_στοῖχος
στοαὶ	noun	_στοά
στοαῖς	noun	_στοά
στοιχείου	noun	_στοιχεῖον
στοιχείων	noun	_στοιχεῖον
στοιχείω	noun	_στοιχεῖον
στοιχείων	noun	_στοιχεῖον
στοιχεῖα	noun	_στοιχεῖον
στοιχεῖον	noun	_στοιχεῖον
στολή	noun	_στολή
στολισμόν	noun	_στολισμός
στολὴν	noun	_στολή
στομάχους	noun	_στόμαχος
στοχάσασθαι	verb	_στοχάζομαι
στοχαζόμενος	verb	_στοχάζομαι
στοχάζονται	verb	_στοχάζομαι
στράτευμα	noun	_στράτευμα
στρέφεσθαι	verb	_στρέφω
στρέφεται	verb	_στρέφω
στρέφω	verb	_στρέφω
στρέψαι	verb	_στρέφω
στραγγουριῶσι	verb	_στραγγουριάω
στραγγίζεσθαι	verb	_στραγγίζω
στρατίαν	adjective	_στράτιος
στρατεία	noun	_στρατεία
στρατείας	noun	_στρατεία
στρατείᾳ	noun	_στρατεία
στρατευσάντων	verb	_στρατεύω
στρατεύειν	verb	_στρατεύω
στρατεύμασι	noun	_στράτευμα
στρατεύματι	noun	_στράτευμα
στρατεύματος	noun	_στράτευμα
