'	lex112884.1_ἒ
'ἐπιμύει	
(132)	
(Hrd	
(Men	
(St	
(abbrev	
(abbreviation)	
(cf	
(fr	(p	
(sc	
(symbol)	
(Β	
(Γ	
(Ι	
(Ξ	
(πό)λις	
(τ	
(χ	392)	
ἐπιτάσσουσιν	http://data.perseus.org/collections/_ἐπιτάσσω
ἐπιτέλλεο	http://data.perseus.org/collections/_ἐπιτέλλω
ἐπιτήδεια	http://data.perseus.org/collections/_ἐπιτήδειος
ἐπιτήδειοι	http://data.perseus.org/collections/_ἐπιτήδειος
ἐπιτίμησιν	http://data.perseus.org/collections/_ἐπιτίμησις http://data.perseus.org/collections/_ἐπιτιμάωἐπιτίμια	http://data.perseus.org/collections/_ἐπιτίμιον http://data.perseus.org/collections/_ἐπιτίμιος
ἐπιτα	
ἐπιταγματικῇ	http://data.perseus.org/collections/_ἐπιταγματικός
ἐπιταγμάτων	http://data.perseus.org/collections/_ἐπίταγμα
ἐπιταγῇ	http://data.perseus.org/collections/_ἐπιταγή http://data.perseus.org/collections/_ἐπιτάσσω
ἐπιταραχθήσεται	http://data.perseus.org/collections/_ἐπιταράσσω
ἐπιταρροθ	
ἐπιταρρόθῳ	http://data.perseus.org/collections/_ἐπιτάρροθος
ἐπιτασιν	
ἐπιτατικώτερα	http://data.perseus.org/collections/_ἐπιτατικόςἐπιτατικώτερον	http://data.perseus.org/collections/_ἐπιτατικός
ἐπιτατικὸν	http://data.perseus.org/collections/_ἐπιτατικός
ἐπιτείνων	http://data.perseus.org/collections/_ἐπιτείνω
ἐπιτεθέν	http://data.perseus.org/collections/_ἐπιτίθημι
ἐπιτειχίζειν	http://data.perseus.org/collections/_ἐπιτειχίζω
ἐπιτειχίσσουσι	http://data.perseus.org/collections/_ἐπιτειχίζω
ἐπιτελέσαι	http://data.perseus.org/collections/_ἐπιτελέω
ἐπιτελέσοι	http://data.perseus.org/collections/_ἐπιτελέω
ἐπιτελεσθῆναι	http://data.perseus.org/collections/_ἐπιτελέω
ἐπιτελεστικώτατον	http://data.perseus.org/collections/_ἐπιτελεστικόςἐπιτελεῖ	http://data.perseus.org/collections/_ἐπιτελέω http://data.perseus.org/collections/_ἐπιτελής http://data.perseus.org/collections/_ἐπιτέλλω
ἐπιτελλομενάων	http://data.perseus.org/collections/_ἐπιτέλλω
ἐπιτελλόμενοι	http://data.perseus.org/collections/_ἐπιτέλλω
ἐπιτετήδευται	http://data.perseus.org/collections/_ἐπιτηδεύω
ἐπιτεταμένοι	http://data.perseus.org/collections/_ἐπιτείνω
ἐπιτετευγμένα	http://data.perseus.org/collections/_ἐπιτυγχάνω
ἐπιτετευγμένῳ	http://data.perseus.org/collections/_ἐπιτυγχάνω
ἐπιτετραμμένοι	http://data.perseus.org/collections/_ἐπιτρέπω
ἐπιτεῖλαι	http://data.perseus.org/collections/_ἐπιτέλλω
ἐπιτηδεία	http://data.perseus.org/collections/_ἐπιτήδειοςἐπιτηδείους	http://data.perseus.org/collections/_ἐπιτήδειος
ἐπιτηδείων	http://data.perseus.org/collections/_ἐπιτήδειος
ἐπιτηδεύειν	http://data.perseus.org/collections/_ἐπιτηδεύω
ἐπιτηδεύουσι	http://data.perseus.org/collections/_ἐπιτηδεύω
ἐπιτηδεύουσιν	http://data.perseus.org/collections/_ἐπιτηδεύω
ἐπιτηδεύειν	http://data.perseus.org/collections/_ἐπιτηδεύω
ἐπιτηδεῖς	
ἐπιτηρήσω	http://data.perseus.org/collections/_ἐπιτηρέω
ἐπιτηρεῖ	http://data.perseus.org/collections/_ἐπιτηρέω
ἐπιτηρῶν	http://data.perseus.org/collections/_ἐπιτηρέωέπεσι	
έπλεν	
έπληξε	
έπληξεν	
έποντο	
έποτ'	
έπω	
έρα	
έραν	
έρας	ἐπιτιμαῦ	
ἐπιτιμου	
ἐπιτολὰς	http://data.perseus.org/collections/_ἐπιτολή
ἐπιτρέπει	http://data.perseus.org/collections/_ἐπιτρέπω
ἐπιτρέπουσιν	http://data.perseus.org/collections/_ἐπιτρέπω
ἐπιτρεπειν	
ἐπιτριβῇ	http://data.perseus.org/collections/_ἐπιτρίβω http://data.perseus.org/collections/_ἐπιτριβή
ἐπιτυγχανόντων	http://data.perseus.org/collections/_ἐπιτυγχάνω
ἐπιτυχεῖν	http://data.perseus.org/collections/_ἐπιτυγχάνω
ἐπιτυχόν	http://data.perseus.org/collections/_ἐπιτυγχάνωἐπιτυχὼν	http://data.perseus.org/collections/_ἐπιτυγχάνω
ἐπιτύχοι	http://data.perseus.org/collections/_ἐπιτυγχάνω
ἐπιτάρροθος	http://data.perseus.org/collections/_ἐπιτάρροθος
ἐπιτέλεσον	http://data.perseus.org/collections/_ἐπιτελέω
ἐπιτίμιον	http://data.perseus.org/collections/_ἐπιτίμιος http://data.perseus.org/collections/_ἐπιτίμιον
ἐπιφάνεια	http://data.perseus.org/collections/_ἐπιφάνεια
ἐπιφάνειαν	http://data.perseus.org/collections/_ἐπιφάνεια http://data.perseus.org/collections/_ἐπιφαίνω
ἐπιφάνιαν	
ἐπιφέρει	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφέρειν	http://data.perseus.org/collections/_ἐπιφέρωἐπιφέρεσθαι	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφέρεται	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφέρη	
ἐπιφέρνια	http://data.perseus.org/collections/_ἐπιφέρνια
ἐπιφέροιτο	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφέρονται	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφέρων	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφανέντος	http://data.perseus.org/collections/_ἐπιφαίνω
ἐπιφανείας	http://data.perseus.org/collections/_ἐπιφάνεια
ἐπιφανεὶς	http://data.perseus.org/collections/_ἐπιφαίνωἐπιφανὴς	http://data.perseus.org/collections/_ἐπιφανής
ἐπιφανῆ	http://data.perseus.org/collections/_ἐπιφανής
ἐπιφανῶς	http://data.perseus.org/collections/_ἐπιφανής
ἐπιφαίνων	http://data.perseus.org/collections/_ἐπιφαίνω
ἐπιφερομένη	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερομένην	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερομένης	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερομένου	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερομένων	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερομενου	ἐπιφερόμε	
ἐπιφερόμενα	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερόμεναv	
ἐπιφερόμενοι	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερόμενον	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερόμενος	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερόμενα	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφερόμενον	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφθονήσαντες	http://data.perseus.org/collections/_ἐπιφθονέω
ἐπιφορὰν	http://data.perseus.org/collections/_ἐπιφοράἐπιφρὶξ	
ἐπιφωνεῖσθαι	http://data.perseus.org/collections/_ἐπιφωνέω
ἐπιφωνούμενον	http://data.perseus.org/collections/_ἐπιφωνέω
ἐπιφάνειαν	http://data.perseus.org/collections/_ἐπιφάνεια http://data.perseus.org/collections/_ἐπιφαίνω
ἐπιφέρει	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφέρειν	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφέρεσθαι	http://data.perseus.org/collections/_ἐπιφέρω
ἐπιφώνημα	http://data.perseus.org/collections/_ἐπιφώνημα
ἐπιχείρησιν	http://data.perseus.org/collections/_ἐπιχείρησις
ἐπιχειρεῖ	http://data.perseus.org/collections/_ἐπιχειρέωἐπιχειρημάτων	http://data.perseus.org/collections/_ἐπιχείρημα
ἐπιχειροῦντας	http://data.perseus.org/collections/_ἐπιχειρέω
ἐπιχειρήσωσιν	http://data.perseus.org/collections/_ἐπιχειρέω
ἐπιχεομένη	http://data.perseus.org/collections/_ἐπιχέω
ἐπιχεομένη	http://data.perseus.org/collections/_ἐπιχέω
ἐπιχθόνιος	http://data.perseus.org/collections/_ἐπιχθόνιος
ἐπιχορηγεῖ	http://data.perseus.org/collections/_ἐπιχορηγέω
ἐπιχώριοι	http://data.perseus.org/collections/_ἐπιχώριος
ἐπιψακάσῃ	http://data.perseus.org/collections/_ἐπί-ψακάζω
ἐπιψανδην	ἐπιψόγον	
ἐπιόντων	http://data.perseus.org/collections/_ἔπειμι2 http://data.perseus.org/collections/_ἔπειμι1
ἐπιάλμενον	http://data.perseus.org/collections/_ἐφάλλομαι
ἐπιῤῥήματος	http://data.perseus.org/collections/_ἐπίρρημα
ἐπιῥρήματι	
ἐπιῥῥήματα	
ἐπλάσθη	http://data.perseus.org/collections/_πλάσσω
ἐπλήγη	http://data.perseus.org/collections/_πλήσσω
ἐπλήθυεν	http://data.perseus.org/collections/_πληθύω
ἐπλήμυρεν	ἐπλήρου	http://data.perseus.org/collections/_πληρόω
ἐπλήρουν	http://data.perseus.org/collections/_πληρόω
ἐπλήρωσαν	http://data.perseus.org/collections/_πληρόω
ἐπλήρωσε	http://data.perseus.org/collections/_πληρόω
ἐπλανήθη	http://data.perseus.org/collections/_πλανάω
ἐπλανήθη	http://data.perseus.org/collections/_πλανάω
ἐπλανῶντο	http://data.perseus.org/collections/_πλανάω
ἐπλε	
ἐπλεόνασε	http://data.perseus.org/collections/_πλεονάζω
ἐπλεόνασεν	http://data.perseus.org/collections/_πλεονάζωἐπλεόνασεν	http://data.perseus.org/collections/_πλεονάζω
ἐπλησίασε	http://data.perseus.org/collections/_πλησιάζω
ἐποίει	http://data.perseus.org/collections/_ποιέω
ἐποίησαι	http://data.perseus.org/collections/_ἐπί-οἰάω
ἐποίησαν	http://data.perseus.org/collections/_ποιέω
ἐποίησατο	
ἐποίησε	http://data.perseus.org/collections/_ποιέω
ἐποίησεν	http://data.perseus.org/collections/_ποιέω
ἐποίουν	http://data.perseus.org/collections/_ποιόω http://data.perseus.org/collections/_ποιέω
ἐποιήσαντο	http://data.perseus.org/collections/_ποιέωέργα	
έργοις	
έργον	
έργου	
έργω	
έργων	
έριν	
έρκει	
έρκεϊ	
έρξει	ἐποιήσατο	http://data.perseus.org/collections/_ποιέω
ἐποιεῖτο	http://data.perseus.org/collections/_ποιέω
ἐποιησεν	
ἐποικοδομεῖται	http://data.perseus.org/collections/_ἐποικοδομέω
ἐποιοῦντο	http://data.perseus.org/collections/_ποιέω http://data.perseus.org/collections/_ποιόω
ἐποιήσαντο	http://data.perseus.org/collections/_ποιέω
ἐπολέμησαν	http://data.perseus.org/collections/_πολεμέω
ἐπολέμησεν	http://data.perseus.org/collections/_πολεμέω
ἐπολέμουν	http://data.perseus.org/collections/_πολεμόω http://data.perseus.org/collections/_πολεμέω
ἐπομένοις	ἐπονείδιστος	http://data.perseus.org/collections/_ἐπονείδιστος
ἐπονειδίστους	http://data.perseus.org/collections/_ἐπονείδιστος
ἐπονεῖτο	http://data.perseus.org/collections/_πονέομαι http://data.perseus.org/collections/_πονέω
ἐπονομασθῆναι	http://data.perseus.org/collections/_ἐπονομάζω
ἐποπτικον	
ἐπορευθ	
ἐπορεύετο	http://data.perseus.org/collections/_ἐφορεύω http://data.perseus.org/collections/_πορεύω
ἐπορεύοντο	http://data.perseus.org/collections/_πορεύω http://data.perseus.org/collections/_ἐφορεύω
ἐπορεύετο	http://data.perseus.org/collections/_πορεύω http://data.perseus.org/collections/_ἐφορεύω
ἐπορεύθη	http://data.perseus.org/collections/_πορεύω http://data.perseus.org/collections/_ἐφορεύωἐπορεύοντο	http://data.perseus.org/collections/_πορεύω http://data.perseus.org/collections/_ἐφορεύω
ἐπορθὴθη	http://data.perseus.org/collections/_πορθέω
ἐποτρυνει	
ἐποτρύνει	http://data.perseus.org/collections/_ἐποτρύνω
ἐποτρύνων	http://data.perseus.org/collections/_ἐποτρύνω
ἐπουνιον	
ἐπουράνιον	http://data.perseus.org/collections/_ἐπουράνιος
ἐποίησα	http://data.perseus.org/collections/_ποιέω
ἐποίησαν	http://data.perseus.org/collections/_ποιέω
ἐποίησεν	http://data.perseus.org/collections/_ποιέωἐποίουν	http://data.perseus.org/collections/_ποιόω http://data.perseus.org/collections/_ποιέω
ἐποίσειν	http://data.perseus.org/collections/_ἐπιφέρω http://data.perseus.org/collections/_ἐποίζω
ἐπραγματεύσατο	http://data.perseus.org/collections/_πραγματεύομαι
ἐπριφέρεται	
ἐπτερωμένοι	http://data.perseus.org/collections/_πτερόω
ἐπτοῆσθαι	http://data.perseus.org/collections/_πτοέω
ἐπω	
ἐπωκυποροισιν	
ἐπωνυμίαν	http://data.perseus.org/collections/_ἐπωνύμιος http://data.perseus.org/collections/_ἐπωνυμία
ἐπωνόμασας	http://data.perseus.org/collections/_ἐπονομάζωἐπωφελοὺς	
ἐπωφελοῦς	http://data.perseus.org/collections/_ἐπωφελής
ἐπόμνυσθαι	http://data.perseus.org/collections/_ἐπόμνυμι
ἐπόπτης	http://data.perseus.org/collections/_ἐπόπτης http://data.perseus.org/collections/_ἐποπτάω
ἐπόρθησε	http://data.perseus.org/collections/_πορθέω
ἐπόρθησεν	http://data.perseus.org/collections/_πορθέω
ἐπόρθουν	http://data.perseus.org/collections/_πορθέω
ἐπόρουσε	http://data.perseus.org/collections/_ἐπορούω
ἐπύρθησε	
ἐπώμοσεν	http://data.perseus.org/collections/_ἐπόμνυμιἐπώτρυνον	http://data.perseus.org/collections/_ἐποτρύνω
ἐπώχατ	
ἐπὰν	http://data.perseus.org/collections/_ἐπάν
ἐπάγει	http://data.perseus.org/collections/_ἐπάγω
ἐπάλληλοι	http://data.perseus.org/collections/_ἐπάλληλος
